units_list[66] = {11,69998,0,852,1116,180,32}
units_list[67] = {11,69998,0,588,1020,180,33}
units_list[68] = {11,69998,0,804,972,180,34}
units_list[69] = {11,69998,0,612,876,180,35}
units_list[70] = {11,69998,1,108,372,180,36}
units_list[71] = {4,5134,0,112,352,0,0}
units_list[72] = {11,69998,0,1044,636,180,25}
units_list[73] = {11,69998,0,1044,492,180,17}
units_list[74] = {11,69998,0,1572,636,180,15}
units_list[75] = {11,69998,0,1212,1212,180,23}
units_list[76] = {4,5116,0,1616,1152,0,0}
units_list[77] = {4,5116,0,1520,1168,180,0}
units_list[78] = {4,5117,0,1664,1104,0,0}
units_list[79] = {4,5117,0,1584,1168,180,0}
units_list[80] = {11,69998,0,876,1596,180,12}
units_list[81] = {11,69998,0,1164,1596,180,14}
units_list[82] = {11,69998,0,1428,1500,180,13}
units_list[83] = {11,69998,0,1332,1356,180,24}
units_list[84] = {11,69998,0,1236,708,180,27}
units_list[85] = {11,69998,0,1428,828,180,30}
units_list[86] = {11,69998,0,1332,516,180,16}
units_list[87] = {11,69998,0,996,1260,180,19}
units_list[88] = {11,69998,0,1116,1260,180,21}
units_list[89] = {11,69998,0,1284,948,180,29}
units_list[90] = {11,69998,0,1164,852,180,28}
units_list[91] = {11,69998,0,1020,804,180,26}
units_list[92] = {4,5116,0,688,752,0,0}
units_list[93] = {4,5116,0,832,688,180,0}
units_list[94] = {4,5116,0,896,656,180,0}
units_list[95] = {4,5117,0,800,720,180,0}
units_list[96] = {4,5117,0,768,608,0,0}
units_list[97] = {4,5116,0,1408,1152,0,0}
units_list[98] = {4,5116,0,1520,880,0,0}
units_list[99] = {4,5116,0,1424,992,180,0}
units_list[100] = {4,5114,0,912,704,0,0}
units_list[101] = {4,5114,0,1376,1072,0,0}
units_list[102] = {4,5116,0,800,1360,180,0}
units_list[103] = {4,5117,0,1424,1184,0,0}
units_list[104] = {4,5117,0,800,1392,180,0}
units_list[105] = {4,5116,0,848,1424,0,0}
units_list[106] = {4,5116,0,736,1552,0,0}
units_list[107] = {4,5116,0,688,1488,180,0}
units_list[108] = {4,5116,0,752,1456,180,0}
units_list[109] = {4,5117,0,624,1376,0,0}
units_list[110] = {4,5117,0,608,1488,0,0}
units_list[111] = {4,5116,0,1488,1248,180,0}
units_list[112] = {4,5116,0,1536,1360,180,0}
units_list[113] = {4,5116,0,1552,1296,0,0}
units_list[114] = {11,69998,0,180,612,180,8}
units_list[115] = {11,69998,0,1332,156,180,3}
units_list[116] = {11,69998,0,1332,228,180,37}
units_list[117] = {11,69998,0,1332,444,180,38}
units_list[118] = {20,5152,0,780,492,0,0}
units_list[119] = {20,5152,0,588,660,0,0}
units_list[120] = {20,5171,0,372,684,0,0}
units_list[121] = {20,5171,0,252,900,0,0}
units_list[122] = {20,5171,0,324,1140,0,0}

units_data = {}
units_data[1] = {
	uniqueID = 4,
	pointType = 1,
	unitPerWave = {
		{"0|1|10000|1000|20142*1*1",},
	},
}
units_data[2] = {
	uniqueID = 5,
	pointType = 1,
	unitPerWave = {
		{"0|1|10000|1000|20144*1*1",},
	},
}
units_data[3] = {
	uniqueID = 6,
	pointType = 1,
	unitPerWave = {
		{"0|1|10000|1000|20148*1*1",},
	},
}
units_data[4] = {
	uniqueID = 7,
	pointType = 1,
	unitPerWave = {
		{"0|1|10000|1000|13009*1*1",},
	},
}
units_data[5] = {
	uniqueID = 9,
	pointType = 1,
	angle = 67,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"1|7|10000|3000|&1*3",},
	},
}
units_data[6] = {
	uniqueID = 10,
	pointType = 1,
	angle = 84,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"2|7|10000|3000|&1*3",},
	},
}
units_data[7] = {
	uniqueID = 11,
	pointType = 1,
	angle = 105,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"3|7|10000|3000|&1*3",},
	},
}
units_data[8] = {
	uniqueID = 2,
	pointType = 2,
}
units_data[9] = {
	uniqueID = 1,
	totalWave = 2,
	beginTimeDelayPerWave = {0,0,},
	beginPointList = {3,7,8,9,10,11,12,13,14,15,16,17,},
	pathList = {
		{35,34,18,},
		{33,34,18,},
		{31,32,18,},
		{20,19,18,},
		{22,21,18,},
		{24,23,18,},
		{30,29,18,},
		{27,28,18,},
		{25,26,18,},
		{37,38,},
	},
	randomUnitType = {
		{11109,11110,11111,},
	},
	dropFlag = -1,
}
units_data[10] = {
	uniqueID = 18,
	pointType = 0,
	rangeRadius = 80,
}
units_data[11] = {
	uniqueID = 20,
	pointType = 0,
	rangeRadius = 80,
}
units_data[12] = {
	uniqueID = 22,
	pointType = 0,
	rangeRadius = 80,
}
units_data[13] = {
	uniqueID = 31,
	pointType = 0,
	rangeRadius = 80,
}
units_data[14] = {
	uniqueID = 32,
	pointType = 0,
	rangeRadius = 80,
}
units_data[15] = {
	uniqueID = 33,
	pointType = 0,
	rangeRadius = 80,
}
units_data[16] = {
	uniqueID = 34,
	pointType = 0,
	rangeRadius = 80,
}
units_data[17] = {
	uniqueID = 35,
	pointType = 0,
	rangeRadius = 80,
}
units_data[18] = {
	uniqueID = 36,
	pointType = 4,
	searchRadius = 40,
	portalType = 0,
	moveToWhere = {1067,1060,},
}
units_data[19] = {
	uniqueID = 25,
	pointType = 0,
	rangeRadius = 80,
}
units_data[20] = {
	uniqueID = 17,
	pointType = 1,
	angle = 183,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"9|7|10000|3000|&1*3",},
	},
}
units_data[21] = {
	uniqueID = 15,
	pointType = 1,
	angle = 131,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"7|7|10000|3000|&1*3",},
	},
}
units_data[22] = {
	uniqueID = 23,
	pointType = 0,
	rangeRadius = 80,
}
units_data[23] = {
	uniqueID = 12,
	pointType = 1,
	angle = 160,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"4|7|10000|3000|&1*3",},
	},
}
units_data[24] = {
	uniqueID = 14,
	pointType = 1,
	angle = 190,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"5|7|10000|3000|&1*3",},
	},
}
units_data[25] = {
	uniqueID = 13,
	pointType = 1,
	angle = 225,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"6|7|10000|3000|&1*3",},
	},
}
units_data[26] = {
	uniqueID = 24,
	pointType = 0,
	rangeRadius = 80,
}
units_data[27] = {
	uniqueID = 27,
	pointType = 0,
	rangeRadius = 80,
}
units_data[28] = {
	uniqueID = 30,
	pointType = 0,
	rangeRadius = 80,
}
units_data[29] = {
	uniqueID = 16,
	pointType = 1,
	angle = 157,
	rangeRadius = 180,
	beginStage = 2,
	unitPerWave = {
		{"8|7|10000|3000|&1*3",},
	},
}
units_data[30] = {
	uniqueID = 19,
	pointType = 0,
	rangeRadius = 80,
}
units_data[31] = {
	uniqueID = 21,
	pointType = 0,
	rangeRadius = 80,
}
units_data[32] = {
	uniqueID = 29,
	pointType = 0,
	rangeRadius = 80,
}
units_data[33] = {
	uniqueID = 28,
	pointType = 0,
	rangeRadius = 80,
}
units_data[34] = {
	uniqueID = 26,
	pointType = 0,
	rangeRadius = 80,
}
units_data[35] = {
	uniqueID = 8,
	pointType = 1,
	rangeRadius = 100,
	unitPerWave = {
		{"0|3|10000|500|11204*10",},
	},
}
units_data[36] = {
	uniqueID = 3,
	pointType = 1,
	unitPerWave = {
		{"-10|1|10000|1000|11512*1",},
	},
}
units_data[37] = {
	uniqueID = 37,
	pointType = 0,
}
units_data[38] = {
	uniqueID = 38,
	pointType = 0,
}

map_area = {}
